CIK,SeriesID,Fund,ContractID,Class,Ticker
0001424958,S000075015,Direxion Daily S&P 500 Equal Weight Bull 2X Shares,C000233653,Direxion Daily S&P 500 Equal Weight Bull 2X Shares,EVEN
0001424958,S000025255,Direxion Daily 7-10 Year Treasury Bull 3X Shares,C000075251,Direxion Daily 7-10 Year Treasury Bull 3X Shares,TYD
0001424958,S000023810,Direxion Daily Technology Bear 3X Shares,C000070001,Direxion Daily Technology Bear 3X Shares,TYP
0001424958,S000023809,Direxion Daily Technology Bull 3X Shares,C000070000,Direxion Daily Technology Bull 3X Shares,TYH
0001424958,S000022782,Direxion Daily Real Estate Bear 3X Shares,C000065910,Direxion Daily Real Estate Bear 3X Shares,DRV
0001424958,S000022762,Direxion Daily Real Estate Bull 3X Shares,C000065890,Direxion Daily Real Estate Bull 3X Shares,DRN
0001424958,S000022767,Direxion Daily Large Cap Bull 3X Shares,C000065895,Direxion Daily Large Cap Bull 3X Shares,BGU
0001424958,S000022781,Direxion Daily Financial Bear 3X Shares,C000065909,Direxion Daily Financial Bear 3X Shares,FAZ
0001424958,S000022761,Direxion Daily Financial Bull 3X Shares,C000065889,Direxion Daily Financial Bull 3X Shares,FAS
0001424958,S000022780,Direxion Daily Energy Bear 3X Shares,C000065908,Direxion Daily Energy Bear 3X Shares,ERY
0001424958,S000022760,Direxion Daily Energy Bull 3X Shares,C000065888,Direxion Daily Energy Bull 3X Shares,ERX
0001424958,S000027921,Direxion Daily Semiconductor Bear 3X Shares,C000084846,Direxion Daily Semiconductor Bear 3X Shares,SOXS
0001424958,S000027920,Direxion Daily Semiconductor Bull 3X Shares,C000084845,Direxion Daily Semiconductor Bull 3X Shares,SOXL
0001424958,S000027488,Direxion Daily Retail Bear 3X Shares,C000082799,Direxion Daily Retail Bear 3X Shares,RETS
0001424958,S000027487,Direxion Daily Retail Bull 3X Shares,C000082798,Direxion Daily Retail Bull 3X Shares,RETL
0001424958,S000029350,Direxion Daily Natural Gas Related Bear 3X Shares,C000090193,Direxion Daily Natural Gas Related Bear 3X Shares,GASX
0001424958,S000029340,Direxion Daily Natural Gas Related Bull 3X Shares,C000090183,Direxion Daily Natural Gas Related Bull 3X Shares,GASL
0001424958,S000027480,Direxion Daily Healthcare Bear 3X Shares,C000082791,Direxion Daily Healthcare Bear 3X Shares,SICK
0001424958,S000029334,Direxion Daily Agribusiness Bull 3X Shares,C000090177,Direxion Daily Agribusiness Bull 3X Shares,COWL
0001424958,S000029330,Direxion Daily Russia Bear 3X Shares,C000090173,Direxion Daily Russia Bear 3X Shares,RUSS
0001424958,S000027486,Direxion Daily Healthcare Bull 3X Shares,C000082797,Direxion Daily Healthcare Bull 3X Shares,CURE
0001424958,S000029357,Direxion Daily Russia Bull 3X Shares,C000090200,Direxion Daily Russia Bull 3X Shares,RUSL
0001424958,S000029348,Direxion Daily Gold Miners Bear 3X Shares,C000090191,Direxion Daily Gold Miners Bear 3X Shares,DUST
0001424958,S000022777,Direxion Daily Latin America Bear 3X Shares,C000065905,Direxion Daily Latin America Bear 3X Shares,LHB
0001424958,S000022788,Direxion Daily Developed Markets Bull 3X Shares,C000065916,Direxion Daily Developed Markets Bull 3X Shares,DZK
0001424958,S000022775,Direxion Daily China Bear 3X Shares,C000065903,Direxion Daily China Bear 3X Shares,YANG
0001424958,S000022791,Direxion Daily China Bull 3X Shares,C000065919,Direxion Daily China Bull 3X Shares,YINN
0001424958,S000022774,Direxion Daily BRIC Bear 3X Shares,C000065902,Direxion Daily BRIC Bear 3X Shares,BRIS
0001424958,S000029338,Direxion Daily Gold Miners Bull 3X Shares,C000090181,Direxion Daily Gold Miners Bull 3X Shares,NUGT
0001424958,S000022758,Direxion Daily Latin America Bull 3X Shares,C000065886,Direxion Daily Latin America Bull 3X Shares,LBJ
0001424958,S000022790,Direxion Daily BRIC Bull 3X Shares,C000065918,Direxion Daily BRIC Bull 3X Shares,BRIL
0001424958,S000022770,Direxion Daily Small Cap Bear 3X Shares,C000065898,Direxion Daily Small Cap Bear 3X Shares,TZA
0001424958,S000027483,Direxion Daily Basic Materials Bear 3X Shares,C000082794,Direxion Daily Basic Materials Bear 3X Shares,MATS
0001424958,S000022786,Direxion Daily Small Cap Bull 3X Shares,C000065914,Direxion Daily Small Cap Bull 3X Shares,TNA
0001424958,S000022776,Direxion Daily India Bear 3X Shares,C000065904,Direxion Daily India Bear 3X Shares,INDZ
0001424958,S000022769,Direxion Daily Mid Cap Bear 3X Shares,C000065897,Direxion Daily Mid Cap Bear 3X Shares,MWN
0001424958,S000025258,Direxion Daily 20+ Year Treasury Bear 3X Shares,C000075254,Direxion Daily 20+ Year Treasury Bear 3X Shares,TMV
0001424958,S000022757,Direxion Daily India Bull 3X Shares,C000065885,Direxion Daily India Bull 3X Shares,INDL
0001424958,S000025257,Direxion Daily 20+ Year Treasury Bull 3X Shares,C000075253,Direxion Daily 20+ Year Treasury Bull 3X Shares,TMF
0001424958,S000027482,Direxion Daily Basic Materials Bull 3X Shares,C000082793,Direxion Daily Basic Materials Bull 3X Shares,MATL
0001424958,S000022778,Direxion Daily Mid Cap Bull 3X Shares,C000065906,Direxion Daily Mid Cap Bull 3X Shares,MWJ
0001424958,S000025256,Direxion Daily 7-10 Year Treasury Bear 3X Shares,C000075252,Direxion Daily 7-10 Year Treasury Bear 3X Shares,TYO
0001424958,S000022773,Direxion Daily Emerging Markets Bear 3X Shares,C000065901,Direxion Daily Emerging Markets Bear 3X Shares,EDZ
0001424958,S000029344,Direxion Daily Agribusiness Bear 3X Shares,C000090187,Direxion Daily Agribusiness Bear 3X Shares,COWS
0001424958,S000022789,Direxion Daily Emerging Markets Bull 3X Shares,C000065917,Direxion Daily Emerging Markets Bull 3X Shares,EDC
0001424958,S000022765,Direxion Daily Large Cap Bear 3X Shares,C000065893,Direxion Daily Large Cap Bear 3X Shares,BGZ
0001424958,S000022772,Direxion Daily Developed Markets Bear 3X Shares,C000065900,Direxion Daily Developed Markets Bear 3X Shares,DPK
