prefix,name,type
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresDefaultRate,dtr-types:percentItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresPercentageOfNonperformingAssets,dtr-types:percentItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesAbstract,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesAbstract,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresDelinquencyRate,dtr-types:percentItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresLoanToCollateralValue,dtr-types:percentItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresThirdPartyGuaranteesAmount,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxIncludingPortionAttributableToNoncontrollingInterestHeldtomaturitySecurities,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecurities,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresDefaultRate,dtr-types:percentItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParentAbstract,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxIncludingPortionAttributableToNoncontrollingInterestAbstract,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxIncludingPortionAttributableToNoncontrollingInterestAvailableforsaleSecurities,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParentHeldtomaturitySecurities,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParentAvailableforsaleSecurities,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresSignificantInputs,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresGeographicConcentration,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresKeyPerformanceIndicatorAbstract,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParentAvailableforsaleSecurities,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterestAbstract,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxIncludingPortionAttributableToNoncontrollingInterest,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesReportableItemsAbstract,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxIncludingPortionAttributableToNoncontrollingInterestHeldtomaturitySecurities,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresMethodology,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterestAvailableforsaleSecurities,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresThirdPartyGuaranteesAmount,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresGeographicConcentration,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresLoanToCollateralValue,dtr-types:percentItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresLevelOfSubordination,xbrli:decimalItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresVintage,xbrli:dateItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresAbstract,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossBeforeTaxPortionAttributableToNoncontrollingInterestAbstract,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresLevelOfSubordination,xbrli:decimalItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresKeyPerformanceIndicatorAbstract,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresVintage,xbrli:dateItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossTaxIncludingPortionAttributableToNoncontrollingInterest,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxIncludingPortionAttributableToNoncontrollingInterestAvailableforsaleSecurities,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterestHeldtomaturitySecurities,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresSignificantInputs,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresAbstract,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresPercentageOfNonperformingAssets,dtr-types:percentItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParentHeldtomaturitySecurities,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresDelinquencyRate,dtr-types:percentItemType
us-gaap,OtherOperatingActivitiesCashFlowStatement,xbrli:monetaryItemType
us-gaap,OtherOperatingIncomeExpenseNet,xbrli:monetaryItemType
us-gaap,OtherSundryLiabilitiesNoncurrent,xbrli:monetaryItemType
us-gaap,OtherNoncashIncomeExpense,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsReductionsChangeInStatus,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansPlanAmendmentTaxEffectAbstract,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsCategoriesOfInvestmentsDomain,dtr-types:domainItemType
us-gaap,OtherOwnershipInterestsOfferingCosts,xbrli:monetaryItemType
us-gaap,OtherAccruedLiabilitiesNoncurrent,xbrli:monetaryItemType
us-gaap,OtherIndustriesAbstract,xbrli:stringItemType
us-gaap,OtherAssetsMiscellaneousCurrent,xbrli:monetaryItemType
us-gaap,OtherAssetsMiscellaneous,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBenefitPlanImprovementTaxEffect,xbrli:monetaryItemType
us-gaap,OtherIntangibleAssetsMember,dtr-types:domainItemType
us-gaap,OtherLiabilitiesAndDeferredRevenueNoncurrent,xbrli:monetaryItemType
us-gaap,OtherLiabilitiesFairValueDisclosure,xbrli:monetaryItemType
us-gaap,OtherReceivablesNetCurrent,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,xbrli:monetaryItemType
us-gaap,OtherAccountsPayableAndAccruedLiabilities,xbrli:monetaryItemType
us-gaap,OtherAssetsDisclosureTextBlock,dtr-types:textBlockItemType
us-gaap,OtherAssetsMiscellaneousNoncurrent,xbrli:monetaryItemType
us-gaap,OtherAssetsAbstract,xbrli:stringItemType
us-gaap,OtherReceivablesGrossCurrent,xbrli:monetaryItemType
us-gaap,OtherLiabilitiesDisclosureAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeNoncontrollingInterestTextBlock,dtr-types:textBlockItemType
us-gaap,OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsRollForward,xbrli:stringItemType
us-gaap,OtherSundryLiabilities,xbrli:monetaryItemType
us-gaap,OtherAssetImpairmentCharges,xbrli:monetaryItemType
us-gaap,OtherSignificantNoncashTransactionValueOfConsiderationGiven1,xbrli:monetaryItemType
us-gaap,OtherSignificantNoncashTransactionValueOfConsiderationReceived1,xbrli:monetaryItemType
us-gaap,OtherAdditionalCapital,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsReductionsCashFlows,xbrli:monetaryItemType
us-gaap,OtherReceivablesNetCurrentAbstract,xbrli:stringItemType
us-gaap,OtherPensionPlansDefinedBenefitMember,dtr-types:domainItemType
us-gaap,OtherIncomeAndExpensesAbstract,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsPeriodIncreaseDecrease,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsLineItems,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsReductionsSecuritiesSold,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentLossesInvestmentsAbstract,xbrli:stringItemType
us-gaap,OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsAdditionsNoPreviousImpairment,xbrli:monetaryItemType
us-gaap,OtherRecurringIncome,xbrli:monetaryItemType
us-gaap,OtherAssetsMiscellaneousAbstract,xbrli:stringItemType
us-gaap,OtherIncomeAbstract,xbrli:stringItemType
us-gaap,OtherCostsAndDisclosuresAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansPlanAmendmentsTaxEffect,xbrli:monetaryItemType
us-gaap,OtherAssets,xbrli:monetaryItemType
us-gaap,OtherSundryLiabilitiesAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeOtherNetOfTax,xbrli:monetaryItemType
us-gaap,OtherIntangibleAssetsNet,xbrli:monetaryItemType
us-gaap,OtherPensionPlansPostretirementOrSupplementalPlansDefinedBenefitMember,dtr-types:domainItemType
us-gaap,OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsAdditionsAdditionalCreditLosses,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsCreditLossesOnDebtSecuritiesHeld,xbrli:monetaryItemType
us-gaap,OtherLiabilitiesAbstract,xbrli:stringItemType
us-gaap,OtherAmortizationOfDeferredCharges,xbrli:monetaryItemType
us-gaap,OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsTableTextBlock,dtr-types:textBlockItemType
us-gaap,OtherNoncashIncomeExpenseAbstract,xbrli:stringItemType
us-gaap,OtherAssetsSignificantAdditionsOrDeletionsAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeLossTaxAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPeriodIncreaseDecreaseAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecreaseAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax,xbrli:monetaryItemType
us-gaap,OtherAssetsNoncurrent,xbrli:monetaryItemType
us-gaap,OtherAssetsFairValueDisclosure,xbrli:monetaryItemType
us-gaap,OtherCapitalizedPropertyPlantAndEquipmentMember,dtr-types:domainItemType
us-gaap,OtherAssetsCurrent,xbrli:monetaryItemType
us-gaap,OtherAssetsUnclassifiedAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecreaseAbstract,xbrli:stringItemType
us-gaap,OtherAssetsNoncurrentAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesTaxAbstract,xbrli:stringItemType
us-gaap,OtherAssetsNoncurrentDisclosureAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecreaseAbstract,xbrli:stringItemType
us-gaap,OtherCashEquivalentsAtCarryingValue,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentBeforeTaxPeriodIncreaseDecreaseAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeLossTax,xbrli:monetaryItemType
us-gaap,OtherBorrowings,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecreaseAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPeriodIncreaseDecreaseAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecreaseAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeDefinedBenefitPlansTaxAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeReclassificationAdjustmentForHeldToMaturityTransferredToAvailableForSaleSecuritiesTax,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeFinalizationOfPensionAndNonPensionPostretirementPlanValuationTax,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeReclassificationAdjustmentForHeldToMaturityTransferredToAvailableForSaleSecuritiesBeforeTax,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecreaseAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxEffectPeriodIncreaseDecreaseAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecreaseAbstract,xbrli:stringItemType
us-gaap,OtherCostOfOperatingRevenue,xbrli:monetaryItemType
us-gaap,OtherDeferredCostsGross,xbrli:monetaryItemType
us-gaap,OtherDeferredCreditsNoncurrent,xbrli:monetaryItemType
us-gaap,OtherDeferredCostsNet,xbrli:monetaryItemType
us-gaap,OtherDeferredCompensationArrangementsLiabilityCurrent,xbrli:monetaryItemType
us-gaap,OtherDeferredCreditsCurrent,xbrli:monetaryItemType
us-gaap,OtherDepreciationAndAmortization,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,xbrli:monetaryItemType
us-gaap,OtherDeferredCostsAbstract,xbrli:stringItemType
us-gaap,OtherDepositAssetRelatedText,xbrli:stringItemType
us-gaap,OtherCostAndExpenseDisclosureOperating,xbrli:stringItemType
us-gaap,OtherCostAndExpenseOperating,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,xbrli:monetaryItemType
us-gaap,OtherDerivativesNotDesignatedAsHedgingInstrumentsAtFairValueNet,xbrli:monetaryItemType
us-gaap,OtherDerivativesNotDesignatedAsHedgingInstrumentsAtFairValueNetTotalAbstract,xbrli:stringItemType
us-gaap,OtherDebtSecuritiesMember,dtr-types:domainItemType
us-gaap,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,xbrli:monetaryItemType
us-gaap,OtherDeferredCostsNetAbstract,xbrli:stringItemType
us-gaap,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,xbrli:monetaryItemType
us-gaap,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,xbrli:monetaryItemType
us-gaap,OtherInventoriesSpareParts,xbrli:monetaryItemType
us-gaap,OtherGeneralExpense,xbrli:monetaryItemType
us-gaap,OtherIncomeDisclosureNonoperating,xbrli:stringItemType
us-gaap,OtherInformationPertainingToIncomeTaxes,xbrli:stringItemType
us-gaap,OtherFiniteLivedIntangibleAssetsGross,xbrli:monetaryItemType
us-gaap,OtherExpenseFromRealEstatePartnershipOperations,xbrli:monetaryItemType
us-gaap,OtherGeneralAndAdministrativeExpense,xbrli:monetaryItemType
us-gaap,OtherInventory,xbrli:monetaryItemType
us-gaap,OtherIncomeAndOtherExpenseDisclosureTextBlock,dtr-types:textBlockItemType
us-gaap,OtherIncomeDisclosureNonoperatingAbstract,xbrli:stringItemType
us-gaap,OtherExpenseDisclosureNonoperating,xbrli:stringItemType
us-gaap,OtherExpensesAbstract,xbrli:stringItemType
us-gaap,OtherIncome,xbrli:monetaryItemType
us-gaap,OtherInterestAndDividendIncome,xbrli:monetaryItemType
us-gaap,OtherIndefiniteLivedIntangibleAssets,xbrli:monetaryItemType
us-gaap,OtherExpenses,xbrli:monetaryItemType
us-gaap,OtherEnergyEquipmentMember,dtr-types:domainItemType
us-gaap,OtherInterestEarningAssets,xbrli:monetaryItemType
us-gaap,OtherExpenseDisclosureNonoperatingAbstract,xbrli:stringItemType
us-gaap,OtherIncreaseDecreaseInEnvironmentalLiabilities,xbrli:monetaryItemType
us-gaap,OtherInventoryAbstract,xbrli:stringItemType
us-gaap,OtherForeclosedAssets,xbrli:monetaryItemType
us-gaap,OtherIncomeTaxExpenseBenefitContinuingOperations,xbrli:monetaryItemType
us-gaap,OtherInventoryCapitalizedCosts,xbrli:monetaryItemType
us-gaap,OtherIncomeTaxExpenseBenefitContinuingOperationsAbstract,xbrli:stringItemType
us-gaap,OtherDerivativesNotDesignatedAsHedgingInstrumentsLiabilitiesAtFairValue,xbrli:monetaryItemType
us-gaap,OtherInsuranceIndustryDisclosuresAbstract,xbrli:stringItemType
us-gaap,OtherInventoryInventoryAtOffSitePremises,xbrli:monetaryItemType
us-gaap,OtherLiabilitiesCurrent,xbrli:monetaryItemType
us-gaap,OtherLongTermDebt,xbrli:monetaryItemType
us-gaap,OtherInventoryInTransit,xbrli:monetaryItemType
us-gaap,OtherInvestmentNotReadilyMarketableAxis,xbrli:stringItemType
us-gaap,OtherLiabilitiesNoncurrentAbstract,xbrli:stringItemType
us-gaap,OtherLiabilitiesUnclassifiedAbstract,xbrli:stringItemType
us-gaap,OtherInventoryPurchasedGoods,xbrli:monetaryItemType
us-gaap,OtherInventoryScrap,xbrli:monetaryItemType
us-gaap,OtherInvestmentNotReadilyMarketableTable,xbrli:stringItemType
us-gaap,OtherLiabilitiesAndSharesSubjectToMandatoryRedemptionAbstract,xbrli:stringItemType
us-gaap,OtherLiabilities,xbrli:monetaryItemType
us-gaap,OtherInvestmentNotReadilyMarketableLineItems,xbrli:stringItemType
us-gaap,OtherInventoryMaterialsSuppliesAndMerchandiseUnderConsignment,xbrli:monetaryItemType
us-gaap,OtherInvestmentsAndSecuritiesAtCost,xbrli:monetaryItemType
us-gaap,OtherInventoryNoncurrent,xbrli:monetaryItemType
us-gaap,OtherInvestmentNotReadilyMarketableDescription,xbrli:stringItemType
us-gaap,OtherInventoryNetOfReserves,xbrli:monetaryItemType
us-gaap,OtherInventoryWarehouse,xbrli:monetaryItemType
us-gaap,OtherLongTermInvestments,xbrli:monetaryItemType
us-gaap,OtherLongTermDebtNoncurrent,xbrli:monetaryItemType
us-gaap,OtherMachineryAndEquipmentMember,dtr-types:domainItemType
us-gaap,OtherLaborRelatedExpenses,xbrli:monetaryItemType
us-gaap,OtherLongTermDebtCurrent,xbrli:monetaryItemType
us-gaap,OtherInvestmentNotReadilyMarketableQuotedValue,xbrli:monetaryItemType
us-gaap,OtherInvestmentNotReadilyMarketableNameDomain,dtr-types:domainItemType
us-gaap,OtherLongTermNotesPayable,xbrli:monetaryItemType
us-gaap,OtherInvestmentNotReadilyMarketableFairValue,xbrli:monetaryItemType
us-gaap,OtherLoansPayableCurrent,xbrli:monetaryItemType
us-gaap,OtherLiabilitiesCurrentAbstract,xbrli:stringItemType
us-gaap,OtherInventoryDemo,xbrli:monetaryItemType
us-gaap,OtherInventorySupplies,xbrli:monetaryItemType
us-gaap,OtherLongTermInvestmentsMember,dtr-types:domainItemType
us-gaap,OtherLiabilitiesDisclosureTextBlock,dtr-types:textBlockItemType
us-gaap,OtherLiabilitiesNoncurrent,xbrli:monetaryItemType
us-gaap,OtherLoansPayable,xbrli:monetaryItemType
us-gaap,OtherLoansPayableLongTerm,xbrli:monetaryItemType
us-gaap,OtherNonoperatingAssetRelatedIncome,xbrli:monetaryItemType
us-gaap,OtherNonrecurringIncome,xbrli:monetaryItemType
us-gaap,OtherOwnershipInterestsCapitalAccountAbstract,xbrli:stringItemType
us-gaap,OtherOwnershipInterestsUnitsIssued,xbrli:sharesItemType
us-gaap,OtherNonoperatingIncome,xbrli:monetaryItemType
us-gaap,OtherOwnershipInterestsCumulativeCashDistributions,xbrli:monetaryItemType
us-gaap,OtherPaymentsToAcquireBusinesses,xbrli:monetaryItemType
us-gaap,OtherNonoperatingIncomeExpense,xbrli:monetaryItemType
us-gaap,OtherNotesPayableCurrent,xbrli:monetaryItemType
us-gaap,OtherNotesPayable,xbrli:monetaryItemType
us-gaap,OtherOwnershipInterestsCapitalAccount,xbrli:monetaryItemType
us-gaap,OtherPlantInServiceMember,dtr-types:domainItemType
us-gaap,OtherParentCompanyDisclosures,xbrli:stringItemType
us-gaap,OtherOwnershipInterestsLineItems,xbrli:stringItemType
us-gaap,OtherOwnershipInterestsByNameAxis,xbrli:stringItemType
us-gaap,OtherMinorityInterests,xbrli:monetaryItemType
us-gaap,OtherNoncashExpense,xbrli:monetaryItemType
us-gaap,OtherOperatingIncome,xbrli:monetaryItemType
us-gaap,OtherNonoperatingGainsLosses,xbrli:monetaryItemType
us-gaap,OtherNonrecurringIncomeExpense,xbrli:monetaryItemType
us-gaap,OtherNoncashIncomeTaxExpense,xbrli:monetaryItemType
us-gaap,OtherOwnershipInterestsValue,xbrli:monetaryItemType
us-gaap,OtherNonoperatingExpense,xbrli:monetaryItemType
us-gaap,OtherPayablesToBrokerDealersAndClearingOrganizations,xbrli:monetaryItemType
us-gaap,OtherNonoperatingIncomeExpenseAbstract,xbrli:stringItemType
us-gaap,OtherOwnershipInterestsNameDomain,dtr-types:domainItemType
us-gaap,OtherOwnershipInterestsUnitsOutstanding,xbrli:sharesItemType
us-gaap,OtherNoninterestExpense,xbrli:monetaryItemType
us-gaap,OtherPartnersCapital,xbrli:monetaryItemType
us-gaap,OtherOilAndGasPropertySuccessfulEffortMethod,xbrli:monetaryItemType
us-gaap,OtherOwnershipInterestsCumulativeNetIncome,xbrli:monetaryItemType
us-gaap,OtherOwnershipInterestsUnitsAuthorized,xbrli:sharesItemType
us-gaap,OtherNoncashInvestingAndFinancingItemsAbstract,xbrli:stringItemType
us-gaap,OtherNonrecurringExpense,xbrli:monetaryItemType
us-gaap,OtherNonrecurringIncomeExpenseAbstract,xbrli:stringItemType
us-gaap,OtherRealEstateAndForeclosedAssets,xbrli:monetaryItemType
us-gaap,OtherSellingGeneralAndAdministrativeExpense,xbrli:monetaryItemType
us-gaap,OtherSignificantNoncashTransactionsTable,xbrli:stringItemType
us-gaap,OtherRestrictedAssets,xbrli:monetaryItemType
us-gaap,OtherRealEstateAndForeclosedAssetsAbstract,xbrli:stringItemType
us-gaap,OtherRestrictedAssetsCurrent,xbrli:monetaryItemType
us-gaap,OtherSundryLiabilitiesCurrent,xbrli:monetaryItemType
us-gaap,OtherPolicyholderFunds,xbrli:monetaryItemType
us-gaap,OtherSecuredFinancings,xbrli:monetaryItemType
us-gaap,OtherSignificantNoncashTransactionConsiderationReceived,xbrli:stringItemType
us-gaap,OtherSignificantNoncashTransactionConsiderationGiven,xbrli:stringItemType
us-gaap,OtherRevenueExpenseFromRealEstateOperations,xbrli:monetaryItemType
us-gaap,OtherShortTermBorrowings,xbrli:monetaryItemType
us-gaap,OtherSignificantNoncashTransactionsByUniqueDescriptionAxis,xbrli:stringItemType
us-gaap,OtherPostretirementBenefitExpense,xbrli:monetaryItemType
us-gaap,OtherReceivables,xbrli:monetaryItemType
us-gaap,OtherRestrictionsOnPaymentOfDividends,xbrli:stringItemType
