prefix,name,type
us-gaap,AssetRetirementObligationLiabilitiesSettled,xbrli:monetaryItemType
us-gaap,AssetAcquisitionEffectiveDateOfAcquisition,xbrli:dateItemType
us-gaap,AssetAcquisitionContingentConsiderationLiabilityCurrent,xbrli:monetaryItemType
us-gaap,AssetRetirementObligationAccretionExpense,xbrli:monetaryItemType
us-gaap,AssetAcquisitionConsiderationTransferredOtherAssets,xbrli:monetaryItemType
us-gaap,AssetRetirementObligationLiabilitiesIncurred,xbrli:monetaryItemType
us-gaap,AssetAcquisitionConsiderationTransferredEquityInterestIssuedAndIssuable,xbrli:monetaryItemType
us-gaap,AssetAcquisitionDateOfAcquisitionAgreement,xbrli:dateItemType
us-gaap,AssetRetirementObligationsPolicy,dtr-types:textBlockItemType
us-gaap,AssetBackedSecuritiesAtCarryingValue,xbrli:monetaryItemType
us-gaap,AssetBackedSecuritiesSecuritizedLoansAndReceivablesMember,dtr-types:domainItemType
us-gaap,AssetBackedSecuritiesMember,dtr-types:domainItemType
us-gaap,AssetRetirementObligationsSignificantChanges,xbrli:stringItemType
us-gaap,AssetUnderConstructionMember,dtr-types:domainItemType
us-gaap,AssetRetirementObligationsNoncurrentAbstract,xbrli:stringItemType
us-gaap,AssetRetirementObligationsNoncurrent,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockShortTermInvestments,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockInvestmentsAbstract,xbrli:stringItemType
us-gaap,AssetsFairValueDisclosureAbstract,xbrli:stringItemType
us-gaap,AssetsDesignatedToClosedBlockOtherLongTermInvestments,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockOtherShortTermInvestments,xbrli:monetaryItemType
us-gaap,AssetsHeldForSaleNotPartOfDisposalGroupOther,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockOtherClosedBlockAssets1,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockPremiumsAndOtherReceivablesNet,xbrli:monetaryItemType
us-gaap,AssetsMember,dtr-types:domainItemType
us-gaap,AssetsDisposedOfByMethodOtherThanSaleInPeriodOfDispositionGainLossOnDisposition1,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockMortgageLoansOnRealEstate,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockAbstract,xbrli:stringItemType
us-gaap,AssetsAndLiabilitiesLessorAbstract,xbrli:stringItemType
us-gaap,AssetsFairValueDisclosure,xbrli:monetaryItemType
us-gaap,AssetsThatContinueToBeRecognizedSecuritizedOrAssetBackedFinancingArrangementAssetsAndAnyOtherFinancialAssetsManagedTogetherNetCreditLossesDuringPeriod,xbrli:monetaryItemType
us-gaap,AssetsAbstract,xbrli:stringItemType
us-gaap,AssetsHeldForSaleNotPartOfDisposalGroupCurrent,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockInvestments,xbrli:monetaryItemType
us-gaap,AssetsAndAssociatedLiabilitiesOfTransfersAccountedForAsSecuredBorrowingsLineItems,xbrli:stringItemType
us-gaap,AssetsHeldForSaleNotPartOfDisposalGroupCurrentOther,xbrli:monetaryItemType
us-gaap,AssetsHeldForSaleNotPartOfDisposalGroupCurrentAbstract,xbrli:stringItemType
us-gaap,AssetsDesignatedToClosedBlockDeferredTaxAssetNet,xbrli:monetaryItemType
us-gaap,AssetsHeldUnderCapitalLeasesMember,dtr-types:domainItemType
us-gaap,AssetsAverageOutstanding,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockPolicyLoans,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockFixedMaturityAvailableForSaleAtFairValue,xbrli:monetaryItemType
us-gaap,AssetsNoncurrentOtherThanNoncurrentInvestmentsAndPropertyPlantAndEquipment,xbrli:monetaryItemType
us-gaap,AssetsHeldByInsuranceRegulators,xbrli:monetaryItemType
us-gaap,AssetsAndLiabilitiesLesseeAbstract,xbrli:stringItemType
us-gaap,AssetsDesignatedToClosedBlockEquitySecuritiesAtFairValue,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockRealEstate,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockEquitySecuritiesAvailableForSaleAtFairValue,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockFixedMaturitiesHeldToMaturityAtAmortizedCost,xbrli:monetaryItemType
us-gaap,AssetsFairValueAdjustment,xbrli:monetaryItemType
us-gaap,AssetsPledgingPurposeExtensibleEnumeration,enum2:enumerationSetItemType
us-gaap,AssetsDesignatedToClosedBlockTradingSecuritiesDebt,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockAccruedInvestmentIncome,xbrli:monetaryItemType
us-gaap,Assets,xbrli:monetaryItemType
us-gaap,AssetsUnderManagementAbstract,xbrli:stringItemType
us-gaap,AssetsHeldForSaleNotPartOfDisposalGroup,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockCashAndCashEquivalents,xbrli:monetaryItemType
us-gaap,AssetsAverageOutstandingAbstract,xbrli:stringItemType
us-gaap,AssetsHeldForSaleNotPartOfDisposalGroupAbstract,xbrli:stringItemType
us-gaap,AssetsDesignatedToClosedBlock,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockIncomeTaxReceivable,xbrli:monetaryItemType
us-gaap,AssetsUnderManagementCarryingAmount,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockOtherInvestments,xbrli:monetaryItemType
us-gaap,AssetsDesignatedToClosedBlockOtherInvestmentsAbstract,xbrli:stringItemType
us-gaap,AssetsUnderManagementAverageBalance,xbrli:monetaryItemType
us-gaap,AssetsHeldInTrustCurrent,xbrli:monetaryItemType
us-gaap,AssetsNetAbstract,xbrli:stringItemType
us-gaap,AssetsSoldUnderAgreementsToRepurchaseMaturityPeriodsAxis,xbrli:stringItemType
us-gaap,AssetsSoldUnderAgreementsToRepurchaseMarketValue,xbrli:monetaryItemType
us-gaap,AssetsHeldInTrustNoncurrent,xbrli:monetaryItemType
us-gaap,AssetsNet,xbrli:monetaryItemType
us-gaap,AssetsHeldInTrust,xbrli:monetaryItemType
us-gaap,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrentAbstract,xbrli:stringItemType
us-gaap,AssetsSoldUnderAgreementsToRepurchaseMaturityPeriodDomain,dtr-types:domainItemType
us-gaap,AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrentAbstract,xbrli:stringItemType
us-gaap,AssetsSoldUnderAgreementsToRepurchaseCarryingAmounts,xbrli:monetaryItemType
us-gaap,AssetsLeasedToOthersMember,dtr-types:domainItemType
us-gaap,AssetsTotalMember,dtr-types:domainItemType
us-gaap,AssetsCurrent,xbrli:monetaryItemType
us-gaap,AssetsNoncurrent,xbrli:monetaryItemType
us-gaap,AssetsSoldUnderAgreementsToRepurchaseLineItems,xbrli:stringItemType
us-gaap,AssetsHeldForSaleLongLivedFairValueDisclosure,xbrli:monetaryItemType
us-gaap,AssetsCurrentAbstract,xbrli:stringItemType
us-gaap,AssetsOfWhollyOwnedRealEstateInvestmentSubsidiaries,xbrli:monetaryItemType
us-gaap,AssetsOfDisposalGroupIncludingDiscontinuedOperationAbstract,xbrli:stringItemType
us-gaap,AssetsSoldUnderAgreementsToRepurchaseRepurchaseLiability,xbrli:monetaryItemType
us-gaap,AssetsNoncurrentAbstract,xbrli:stringItemType
us-gaap,AssetsSoldUnderAgreementsToRepurchaseInterestRate,dtr-types:percentItemType
us-gaap,AssetsSoldUnderAgreementsToRepurchaseTypeDomain,dtr-types:domainItemType
us-gaap,AssetsHeldInTrustAbstract,xbrli:stringItemType
us-gaap,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,xbrli:monetaryItemType
us-gaap,AssetsSoldUnderAgreementsToRepurchaseAxis,xbrli:stringItemType
us-gaap,AssetsOfDisposalGroupIncludingDiscontinuedOperation,xbrli:monetaryItemType
us-gaap,AssetsNeededForImmediateSettlementAggregateFairValue,xbrli:monetaryItemType
us-gaap,AssumedPremiumsEarned,xbrli:monetaryItemType
us-gaap,AssumedLiabilityForUnpaidClaimsAndClaimsAdjustmentExpense,xbrli:monetaryItemType
us-gaap,AssumedPremiumsWritten,xbrli:monetaryItemType
us-gaap,AssumptionForFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesDiscountRate,dtr-types:percentItemType
us-gaap,AssumptionForFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesOtherKeyAssumptionRateOrValue,xbrli:stringItemType
us-gaap,AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesOtherKeyAssumptionValue,xbrli:stringItemType
us-gaap,AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesDiscountRate,dtr-types:percentItemType
us-gaap,AssumptionForFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesExpectedCreditLosses,dtr-types:percentItemType
us-gaap,AssumptionForFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesStaticPoolLosses,dtr-types:percentItemType
us-gaap,AssumptionForFairValueAsOfBalanceSheetDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesLineItems,xbrli:stringItemType
us-gaap,AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesExpectedCreditLosses,dtr-types:percentItemType
us-gaap,AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesTable,xbrli:stringItemType
us-gaap,AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesTypeOfFinancialAsset,xbrli:stringItemType
us-gaap,AssumptionForFairValueOfAssetsOrLiabilitiesThatRelateToTransferorsContinuingInvolvementWeightedAverageLife1,xbrli:durationItemType
us-gaap,AssumptionForFairValueAsOfBalanceSheetDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesTable,xbrli:stringItemType
us-gaap,AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesLineItems,xbrli:stringItemType
us-gaap,AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesPrepaymentSpeed,dtr-types:percentItemType
us-gaap,AssumptionForFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesPrepaymentSpeed,dtr-types:percentItemType
us-gaap,AuctionMarketPreferredSecuritiesStockSeriesSharesAuthorized,xbrli:sharesItemType
us-gaap,AuctionRateSecuritiesMember,dtr-types:domainItemType
us-gaap,AuctionMarketPreferredSecuritiesSharesOutstanding,xbrli:sharesItemType
us-gaap,AuctionMarketPreferredSecuritiesSharesIssued,xbrli:sharesItemType
us-gaap,AuctionMarketPreferredSecuritiesSharesRedeemed,xbrli:sharesItemType
us-gaap,AuctionMarketPreferredSecuritiesStockSeriesAxis,xbrli:stringItemType
us-gaap,AuctionRateSecuritiesNoncurrent,xbrli:monetaryItemType
us-gaap,AuctionMarketPreferredSecuritiesStockSeriesTable,xbrli:stringItemType
us-gaap,AuctionRatePreferredSecuritiesMember,dtr-types:domainItemType
us-gaap,AuctionMarketPreferredSecuritiesStockSeriesLineItems,xbrli:stringItemType
us-gaap,AuctionMarketPreferredSecuritiesStockSeriesPerShareRedemptionAmount,dtr-types:perShareItemType
us-gaap,AuctionMarketPreferredSecuritiesStockSeriesRateSettingInterval1,xbrli:durationItemType
us-gaap,AuctionMarketPreferredSecuritiesStockSeriesTitleDomain,dtr-types:domainItemType
us-gaap,AuctionMarketPreferredSecuritiesStockSeriesLiquidationValue,xbrli:monetaryItemType
us-gaap,AuctionMarketPreferredSecuritiesStockSeriesParValuePerShare,dtr-types:perShareItemType
us-gaap,AuctionMarketPreferredSecuritiesStockSeriesVariableInterestRateEarned,dtr-types:percentItemType
us-gaap,AuctionMarketPreferredSecuritiesStockSharesOutstandingPeriodIncreaseDecrease,xbrli:sharesItemType
us-gaap,AutomobileLoanMember,dtr-types:domainItemType
us-gaap,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesRemainderOfFiscalYearFairValue,xbrli:monetaryItemType
us-gaap,AvailableForSaleEquitySecuritiesGrossUnrealizedLoss,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositionsLessThanOneYear,xbrli:integerItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,xbrli:monetaryItemType
us-gaap,AvailableForSaleDebtSecuritiesGrossUnrealizedGain,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesAmortizedCostBasisRollingMaturityAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenAmortizedCostBasis,xbrli:monetaryItemType
us-gaap,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesRemainderOfFiscalYearAmortizedCostBasis,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValueTableTextBlock,dtr-types:textBlockItemType
us-gaap,AvailableForsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositionsAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasis,xbrli:monetaryItemType
us-gaap,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,xbrli:monetaryItemType
us-gaap,AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureOtherDelinquencyRate,dtr-types:percentItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasisAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesFairValueToAmortizedCostBasisAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesFairValueRollingMaturityAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,xbrli:monetaryItemType
us-gaap,AvailableForSaleDebtSecuritiesGrossUnrealizedLoss,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLossAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesGrossUnrealizedGainLossAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleEquitySecuritiesGrossUnrealizedGain,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasisRollingMaturityAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesAndHeldToMaturitySecurities,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTaxAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateRollingMaturityAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesCurrent,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesAmortizedCost,xbrli:monetaryItemType
us-gaap,AvailableForSaleDebtSecuritiesAmortizedCostBasis,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValueAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleEquitySecuritiesAmortizedCostBasis,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecurities,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionQualitativeDisclosureAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesGrossUnrealizedLoss,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesTextBlock,dtr-types:textBlockItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesGrossRealizedGainLossAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesAmortizedCostAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesEquitySecuritiesCurrent,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesEquitySecuritiesNoncurrent,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtSecuritiesCurrent,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesFairValueAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesEquitySecurities,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesDebtSecurities,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesGrossUnrealizedGains,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesTransfersToTradingGainsLossesNet,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesTransfersToTradingGainsLossesNetAbstract,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesTransfersToTradingGrossLosses,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesRestricted,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureCause,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesPurchasedOptionsPricePolicy,dtr-types:textBlockItemType
us-gaap,AvailableForSaleSecuritiesTransfersToTradingGrossGains,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesGrossRealizedGains,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesGrossRealizedGainLossNet,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesGrossRealizedLosses,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesNoncurrent,xbrli:monetaryItemType
us-gaap,AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNature,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureSeverity,xbrli:stringItemType
us-gaap,AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureOther,xbrli:stringItemType
us-gaap,AverageRemainingMaturityOfForeignCurrencyDerivatives1,xbrli:durationItemType
us-gaap,AverageCollectedCashBalancesWithCommercialBanksFederalHomeLoanBank,xbrli:monetaryItemType
us-gaap,AverageTermOfCreditRiskDerivatives1,xbrli:durationItemType
us-gaap,BalancedFundsMember,dtr-types:domainItemType
us-gaap,BaseRateMember,dtr-types:domainItemType
us-gaap,BelowMarketLeaseNetAbstract,xbrli:stringItemType
us-gaap,BelowMarketLeaseAmortizationIncomeRollingYearFive,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseFutureAmortizationIncomeTableTextBlock,dtr-types:textBlockItemType
us-gaap,BelowMarketLeaseAmortizationIncomeRollingAfterYearFive,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseRollForward,xbrli:stringItemType
us-gaap,BelowMarketLeaseAmortizationIncomeRollingYearFour,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseAmortizationIncomeRollingYearTwo,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseAcquired,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseAmortizationIncomeYearFive,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseAbstract,xbrli:stringItemType
us-gaap,BelowMarketLeaseAmortizationIncomeYearTwo,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseAmortizationIncomeAfterYearFive,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseAmortizationIncomeYearThree,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseNetAmortizationIncomeFiscalYearMaturityAbstract,xbrli:stringItemType
us-gaap,BelowMarketLeaseAmortizationIncomeYearFour,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseNetAmortizationIncomeRollingMaturityAbstract,xbrli:stringItemType
us-gaap,BelowMarketLeaseAmortizationIncomeMaturityScheduleAbstract,xbrli:stringItemType
us-gaap,BelowMarketLeaseAmortizationIncomeRollingYearThree,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseGross,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseAmortizationIncomeNextRollingTwelveMonths,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseNet,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseAmortizationIncomeNextTwelveMonths,xbrli:monetaryItemType
us-gaap,BelowMarketLeasePeriodIncreaseDecrease,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseAmortizationIncomeRemainderOfFiscalYear,xbrli:monetaryItemType
us-gaap,BelowMarketLeaseAccumulatedAmortization,xbrli:monetaryItemType
us-gaap,BroadcastersLicenseAgreementCommitmentsDescription,xbrli:stringItemType
us-gaap,BadDebtReserveForTaxPurposesOfQualifiedLender,xbrli:monetaryItemType
us-gaap,BalanceSheetLocationDomain,dtr-types:domainItemType
us-gaap,BalanceSheetRelatedDisclosuresAbstract,xbrli:stringItemType
us-gaap,BalanceSheetLocationAxis,xbrli:stringItemType
us-gaap,BankAcceptancesExecutedAndOutstanding,xbrli:monetaryItemType
us-gaap,BankAcceptancesExecuted,xbrli:monetaryItemType
us-gaap,BankOverdraftsMember,dtr-types:domainItemType
us-gaap,BankOverdrafts,xbrli:monetaryItemType
us-gaap,BankOwnedLifeInsurance,xbrli:monetaryItemType
us-gaap,BankLoanObligationsMember,dtr-types:domainItemType
us-gaap,BankTimeDepositsMember,dtr-types:domainItemType
us-gaap,BankServicingMember,dtr-types:domainItemType
us-gaap,BankOwnedLifeInsuranceIncome,xbrli:monetaryItemType
us-gaap,BankersAcceptanceMember,dtr-types:domainItemType
us-gaap,BankersAcceptance,dtr-types:textBlockItemType
us-gaap,BankingRegulationGlobalSystemicallyImportantBankGsibSurcharge,xbrli:pureItemType
us-gaap,BankingRegulationGlobalSystemicallyImportantBankGsibSurchargeAbstract,xbrli:stringItemType
us-gaap,BankingRegulationMortgageBankingCompliance,xbrli:booleanItemType
us-gaap,BankingRegulationCommonEquityTierOneRiskBasedCapitalRatioSignificantlyUndercapitalizedMinimum,xbrli:pureItemType
us-gaap,BankingRegulationSupplementaryLeverageRatioCapitalAdequacyMinimum,xbrli:pureItemType
us-gaap,BankingAndThriftOtherDisclosuresAbstract,xbrli:stringItemType
us-gaap,BankingAndThriftInterestAbstract,xbrli:stringItemType
us-gaap,BankingRegulationTierOneLeverageCapitalRatioSignificantlyUndercapitalizedMinimum,xbrli:pureItemType
us-gaap,BankingRegulationMortgageBankingStateMandateAxis,xbrli:stringItemType
us-gaap,BankingRegulationTierOneRiskBasedCapitalRatioSignificantlyUndercapitalizedMinimum,xbrli:pureItemType
us-gaap,BankingRegulationCommonEquityTierOneRiskBasedCapitalRatioWellCapitalizedMinimum,xbrli:pureItemType
us-gaap,BankingRegulationTotalRiskBasedCapitalRatioUndercapitalizedMinimum,xbrli:pureItemType
us-gaap,BankingRegulationCommonEquityTierOneRiskBasedCapitalRatioUndercapitalizedMinimum,xbrli:pureItemType
us-gaap,BankingRegulationCapitalConservationBufferCommonEquityTierOneRiskBasedCapitalActual,xbrli:pureItemType
us-gaap,BankingRegulationMaximumLeveragePayoutRatio,xbrli:pureItemType
us-gaap,BankingRegulationMaximumPayoutRatioAndAmountAbstract,xbrli:stringItemType
us-gaap,BankingRegulationCapitalConservationBufferAbstract,xbrli:stringItemType
us-gaap,BankingRegulationCapitalConservationBufferCapitalConservedMinimum,xbrli:pureItemType
us-gaap,BankingRegulationTangibleEquityRatioActual,xbrli:pureItemType
us-gaap,BankingRegulationMortgageBankingNetWorthActual,xbrli:monetaryItemType
us-gaap,BankingRegulationMaximumLeveragePayoutAmount,xbrli:monetaryItemType
us-gaap,BankingAndThriftAbstract,xbrli:stringItemType
us-gaap,BankingRegulationTangibleEquityRatioAbstract,xbrli:stringItemType
us-gaap,BankingRegulationLeverageBufferAbstract,xbrli:stringItemType
